interview_id,alter,geschlecht,einkommen,beruf,wahlabsicht,cluster_id,topic,topic_summary,umap_x,umap_y
F6N2_999,44.0,männlich,5000-7500€,Leitender Angestellter,Grüne,1,Gründe für eine mögliche Krise Deutschlands,"Der Proband betrachtet die Krise in Deutschland als Ergebnis der Wechselwirkung zwischen äußeren Faktoren wie der Covid-Pandemie und dem Ukraine-Krieg sowie mangelhaftem politischem Handeln. Er bewertet die Politik als unentschlossen und kritisiert die unzureichende Zusammenarbeit politischer Akteure. Zur Stabilisierung spricht er sich für mehr Einigkeit in der Demokratie sowie verstärkte Zusammenarbeit bei minimalem Zeit- und Ressourcenverlust aus. Unverändertes Weiterfahren birgt aus seiner Sicht die Gefahr, dass die Demokratie erodiert, die Unzufriedenheit wächst und Deutschland an Stärke verliert.",5.680514,10.916448
F6N2_999,44.0,männlich,5000-7500€,Leitender Angestellter,Grüne,1,Lösungen für die Probleme,"Der Befragte bewertet radikale Umbauten wie die Abschaffung von Klimaregeln und eine Hinwendung zu traditionellen Werten als negativ und warnt vor Rückschritt und Ungleichheit. Er betont, dass Leistung zwar belohnt werden sollte, zugleich aber soziale Härten und Benachteiligung von Kranken, Arbeitslosen und Eltern verhindert werden müssen. Als Kern seiner politischen Gestaltungswünsche nennt er den Ausbau von Bildungschancen, die Aufwertung von Arbeit, gezielte Entwicklungsausgaben, Anreize und Einmalzahlungen, eine Einschränkung der Handynutzung in Grundschulen sowie eine Politik mit gewaltfreier Kommunikation und Verlässlichkeit. Zugleich plädiert er für eine gelebte Willkommenskultur, kontrollierte Abschiebung straffälliger Migranten und eine ernsthafte Berücksichtigung von Frieden und Umweltschutz.",5.680514,10.916448
F6N2_999,44.0,männlich,5000-7500€,Leitender Angestellter,Grüne,1,Allgemeines Weltbild,"Der Proband steht dem Ideal, dass jeder seines eigenen Glückes Schmied ist, skeptisch gegenüber und hält den Traum vom Tellerwäscher für unrealistisch. Er betont, dass berufliche Zufriedenheit, Anerkennung und ein gutes, mobbingfreies soziales Umfeld Voraussetzungen für Glück sind. Er befürwortet gender-gerechte Sprache als normal und unterstützt die erleichterte Änderung des Geschlechts im Ausweis. Im Klimaschutz fordert er mehr Maßnahmen. Politisch zeigt er klare Präferenz für die Grünen und kann sich aktuell keinen Wechsel vorstellen.",-5.305836,6.7353473
G1I8_667,37.0,männlich,3000-5000€,Angestellter,SPD,nan,Bewertung der aktuellen Lage in Deutschland,"Der Proband hat noch keine inhaltlichen Aussagen gemacht, da nur die Begrüßung und Einstiegsfrage erfolgten.",8.640111,12.393741
G1I8_667,37.0,männlich,3000-5000€,Angestellter,SPD,nan,Gründe für eine mögliche Krise Deutschlands,"Der Proband sieht die aktuellen Probleme in Deutschland vor allem in der Innenpolitik und nennt verschiedene Faktoren, die zu einer Krise führen könnten: Rechtspopulismus, Wirtschaftskrise, gesellschaftliche Spaltung, sinkende Kaufkraft, mangelnde sachliche Diskussion und Kaufzurückhaltung. Diese Ursachen umfassen politische, ökonomische und gesellschaftliche Entwicklungen ohne direkte politische Lösungsanregungen.",8.640111,12.393741
G1I8_667,37.0,männlich,3000-5000€,Angestellter,SPD,nan,Lösungen für die Probleme,"Der Befragte sieht in der Kaufzurückhaltung eine zunehmende Scheu, offen Meinung zu äußern, was er als Risiko für den gesellschaftlichen Diskurs und sogar für den Arbeitsmarkt einschätzt. Als Gegenmaßnahme fordert er paradox anmutend ein gesteigertes Misstrauen untereinander, um kritisches Denken und Vorsicht zu fördern.",8.640111,12.393741
G1I8_667,37.0,männlich,3000-5000€,Angestellter,SPD,nan,Allgemeines Weltbild,"Der Befragte betont, dass zur Stärkung des gesellschaftlichen Zusammenhalts zuerst Arbeitsplätze gefestigt und Energiekosten gesenkt werden müssen. Langfristig fordert er verstärkte Bildungsinvestitionen – von besseren Schulgebäuden über kostenfreies Schulessen, Sozialarbeiter und kleinere Klassen bis zur verpflichtenden Kita und gezielter Sprachförderung. Er sieht im Ausbau erneuerbarer Energien eine Chance für wirtschaftliche Stabilität, Unabhängigkeit von fossilen Brennstoffen und neue Arbeitsplätze. Um dem Fachkräftemangel im Handwerk und in der Industrie zu begegnen, schlägt er zudem die Schaffung zusätzlicher Ausbildungsplätze vor.",-8.25294,7.121282
G1I8_667,37.0,männlich,3000-5000€,Angestellter,SPD,nan,Informationsquellen,"Der Proband schlägt vor, Betriebe sollten direkt in Schulen gehen und ihre Vorzüge präsentieren, um Schulabbrüche zu reduzieren und betriebliche Ausbildungen zu fördern. Außerdem fordert er finanzielle Hilfen (wie BAföG, Fahrkarten, Führerschein), mehr Praktika in Betrieben sowie das Engagement des Arbeitsamts, neue Berufe vorzustellen, um den Zugang zur Ausbildung zu erleichtern und die Motivation der Schüler zu steigern.",16.5533,1.5531578
G6U2_540,73.0,weiblich,2000-3000€,Rentnerin,Grüne,-1,Bewertung der aktuellen Lage in Deutschland,"Der Proband empfindet die aktuelle Lage in Deutschland als beunruhigend, insbesondere aufgrund der Wahlergebnisse und des wahrgenommenen Rechtsdrucks. Er kritisiert die sozialen Bereiche wie Pflege und Bildung als verbesserungsbedürftig, schätzt jedoch die grundlegende Versorgung, Sicherheit und Attraktivität Deutschlands als Zufluchtsort. Die schlechte Stimmung in der Öffentlichkeit nimmt er über Wahlergebnisse und Medien wahr, während sein persönliches Umfeld nicht betroffen ist. Er erklärt den Glauben an einen Niedergang Deutschlands durch soziale und wirtschaftliche Abgehängtheit, die Frust in Feindbildern fördert. Obwohl er die nationale Entwicklung als bergab einschätzt, bleibt er optimistisch für die Zukunft, weil sein persönliches soziales Netzwerk aktiv gegen negative Entwicklungen vorgeht.",7.5521626,11.223912
G6U2_540,73.0,weiblich,2000-3000€,Rentnerin,Grüne,-1,Gründe für eine mögliche Krise Deutschlands,"Der Befragte ist der Ansicht, dass vor allem externe Einflüsse – exemplarisch am Beispiel von Unwettern in Spanien und den darauffolgenden Protesten – Krisen in Deutschland verstärken könnten. Er betont jedoch, zunächst unklar zu sein, was die aktuellen hausgemachten Probleme in Deutschland konkret sind.",7.5521626,11.223912
G6U2_540,73.0,weiblich,2000-3000€,Rentnerin,Grüne,-1,Lösungen für die Probleme,"Der Proband reagiert auf verschiedene politische Vorschläge überwiegend ablehnend oder neutral. Er bewertet Umverteilung als neutral umgesetzt, lehnt konservative Werte, nationalistische und abschottende Politik sowie Abschaffung von Klimaschutzregeln strikt ab. Er betont die Bedeutung von Migration zur Vermeidung von Fachkräftemangel, kritisiert Steuer- und Sozialkürzungen als falsches Gießkannenprinzip und hebt hervor, dass nur sehr wenige Bürgergeldempfänger tatsächlich Arbeitsangebote verweigern.",7.5521626,11.223912
G6U2_540,73.0,weiblich,2000-3000€,Rentnerin,Grüne,-1,Allgemeines Weltbild,"Der Interviewte lehnt die uneingeschränkte Aussage des Spruchs „Jeder ist seines eigenen Glückes Schmied“ ab und betont, dass ungleiche Startvoraussetzungen und Kindheitserfahrungen die individuelle Selbstverantwortung einschränken. Er steht gendergerechter Sprache positiv gegenüber, hat aber keine Meinung zu den aktuellen Regelungen zur Geschlechtsänderung im Ausweis. Beim Klimaschutz ist er der Meinung, dass Deutschland die nicht hoch gesteckten Klimaziele ohnehin nicht erreichen wird und deshalb mehr tun muss. Konkret schlägt er die Förderung des öffentlichen Nahverkehrs, eine differenzierte Besteuerung von Fleisch und Milchprodukten, das Verbot von Kurzstreckenflügen sowie die Unterstützung der Industrie beim Umstieg auf Ökostrom vor. In der politischen Ausrichtung würde er bei der nächsten Bundestagswahl die Grünen wählen.",-7.0806932,8.294836
H7I0_728,42.0,weiblich,3000-5000€,Teamleiterin in einer Versicherung,MUSS WEG,nan,Bewertung der aktuellen Lage in Deutschland,"Der Befragte empfindet die Digitalisierung in Deutschland als sehr schleppend und unzureichend, was er auf fragmentierte Verantwortungen und fehlendes einheitliches Konzept zurückführt. Er sieht dies als Ursache für gebremste Abläufe im Alltag und fordert deshalb den Ausbau von Glasfaser- und Internetinfrastruktur im ländlichen Raum. Im Gegensatz dazu bewertet er den Fußball positiv, insbesondere die Bundesliga als super attraktiv dank vieler Tore von Harry Kane. Die allgemeine Stimmung in Deutschland hält er ebenfalls für gut, während er annimmt, dass Menschen, die eine negative Entwicklung wahrnehmen, zu viel Nachrichten und Online-Medien konsumieren.",6.230338,12.278318
H7I0_728,42.0,weiblich,3000-5000€,Teamleiterin in einer Versicherung,MUSS WEG,nan,Gründe für eine mögliche Krise Deutschlands,"Der Befragte ist überzeugt, dass die Medienberichterstattung vor allem die Stimmung der Menschen beeinflusst. Er sieht bei der Digitalisierung in Deutschland vorrangig einen fehlenden Umsetzungswillen, der durch Lobbyismus und politische Einflussnahme bedingt ist. Realistische Schritte zur Verbesserung hält er für nicht vorhanden und empfindet die Lage als hoffnungslos.",6.230338,12.278318
H7I0_728,42.0,weiblich,3000-5000€,Teamleiterin in einer Versicherung,MUSS WEG,nan,Lösungen für die Probleme,"Der Proband lehnt die Umverteilung von reichen zu ärmeren Menschen ab und schlägt stattdessen vor, mehr Umverteilung an die reichen Menschen zu richten, um Deutschland wieder in Schwung zu bringen.",6.230338,12.278318
L8M1_541,38.0,weiblich,3000-5000€,Projektmanagerin ,SPD,1,Bewertung der aktuellen Lage in Deutschland,"Der Befragte bewertet die ökonomische Lage in Deutschland als angespannt, hält die mediale Darstellung aber für übertrieben negativ. Auf individueller Ebene sieht er die Situation als sehr gut an. Gleichzeitig äußert er große Bedenken hinsichtlich gesellschaftlichen Zusammenhalts, Debattenkultur und zunehmender Ungleichheit, wodurch die Mitte der Gesellschaft kleiner wird. Positiv hervorgehoben wird der Umstieg auf erneuerbare Energien. Insgesamt schätzt er die gesamtgesellschaftliche Entwicklung als stabil ein, blickt jedoch eher sorgenvoll in die Zukunft.",6.316224,11.229487
L8M1_541,38.0,weiblich,3000-5000€,Projektmanagerin ,SPD,1,Gründe für eine mögliche Krise Deutschlands,"Der Proband äußert Besorgnis über einen schwindenden gesellschaftlichen Zusammenhalt in Deutschland und sieht in externen Krisen wie der Covid-Pandemie und dem Ukraine-Krieg Ursachen für tiefgreifende Herausforderungen, die politische Fehler der Vergangenheit aufdecken und drastische Einschnitte erfordern. Er führt zudem mangelnde Investitionen in wirtschaftlich guten Zeiten als Grund für den geringen Handlungsspielraum an. Trotz dieser Probleme ist er zuversichtlich, dass die Politik künftig die notwendigen Entscheidungen treffen kann, wenn auch nicht perfekt. Als konkrete Lösungsansätze fordert er vor allem einen konstruktiveren Austausch zwischen den demokratischen Parteien und eine Reduzierung von Populismus.",6.316224,11.229487
L8M1_541,38.0,weiblich,3000-5000€,Projektmanagerin ,SPD,1,Lösungen für die Probleme,"Der Befragte befürwortet eine differenzierte Umverteilung von Vermögen zugunsten ärmerer Menschen, lehnt eine Rückbesinnung auf konservative und traditionelle Werte ab und möchte die bestehenden Klimaschutzregelungen nicht abschaffen. Gleichzeitig ist er offen für eine stärkere Betonung nationaler Interessen und sieht eine begrenzte, gut geregelte Abschottung gegen Migration als möglich, bewertet Migration jedoch nicht als das vordringlichste Problem.",6.316224,11.229487
N0I6_294,51.0,weiblich,2000-3000€,Friseurin,BSW,-1,Bewertung der aktuellen Lage in Deutschland,"Der Befragte bewertet die aktuelle Situation in Deutschland insgesamt als eher negativ und benennt insbesondere die Wirtschaft und den Trend zum Rechtspopulismus als Problembereiche. Er erklärt, dass wirtschaftliche Ungewissheit die zukünftige Lebensqualität verschlechtern könnte und dass der Rechts­populismus Rassismus und Ausländerfeindlichkeit fördert. Er sieht keine Bereiche, die besonders gut laufen, und persönliche Erfahrungen, wie Probleme von Freunden bei der Arbeitssuche, tragen seiner Ansicht nach zur Wahrnehmung bei, dass es mit Deutschland bergab geht. Insgesamt glaubt er, dass es aktuell bergab geht.",6.3661103,10.490014
N0I6_294,51.0,weiblich,2000-3000€,Friseurin,BSW,-1,Gründe für eine mögliche Krise Deutschlands,"Der Proband äußert Unsicherheit, hält aber eine Mischung aus externen Faktoren und hausgemachten Ursachen für verantwortlich und kann keine konkreten politischen Fehlentscheidungen benennen.",6.3661103,10.490014
N0I6_294,51.0,weiblich,2000-3000€,Friseurin,BSW,-1,Lösungen für die Probleme,"Der Befragte zeigt sich neutral gegenüber der Idee, durch Umverteilung von Reichen zu Ärmeren Deutschland wieder in Schwung zu bringen. Er ist nicht grundsätzlich dagegen, zweifelt jedoch an deren konkreter Wirksamkeit und kann keine eigenen Vorschläge für Lösungsansätze nennen.",6.3661103,10.490014
N0I6_294,51.0,weiblich,2000-3000€,Friseurin,BSW,-1,Allgemeines Weltbild,"Der Proband blickt pessimistisch in die Zukunft, da er eine Zunahme von Kriegen und einen gesellschaftlichen Zusammenbruch wahrnimmt. Er wünscht sich daher vor allem eine Verbesserung der Lebensbedingungen der Menschen und das Ende von Kriegen, um wieder positiver in die Zukunft schauen zu können.",-5.145643,7.4471784
N0I6_294,51.0,weiblich,2000-3000€,Friseurin,BSW,-1,Informationsquellen,"Der Proband bezieht seine politischen Informationen hauptsächlich von YouTube, bedauert dies jedoch etwas. Er nutzt dort vor allem die Kanäle DW, RBB und BBC, da er beim Zuhören essen kann. Zusätzlich liest er gelegentlich Online-Nachrichtenartikel. Er nimmt weder Chatgruppen noch Social Media zur Politikrecherche wahr. Die öffentlich-rechtliche Berichterstattung von ARD und ZDF findet er in Ordnung, sieht aber keinen besonderen Anlass, sie regelmäßig zu verfolgen.",18.053255,2.9855287
P4R6_720,68.0,weiblich,2000-3000€,Rentnerin,Grüne,1,Bewertung der aktuellen Lage in Deutschland,"Der Proband bewertet die aktuelle Lage in Deutschland als beunruhigend, insbesondere in den Bereichen Wirtschaft, politische Führung und Personalmangel. Er kritisiert das Fehlen geeigneter Politiker als Führungskräfte und wünscht sich für die Zukunft sozial-demokratisch, ehrliche und entscheidungsfreudige Führungspersönlichkeiten ohne Machtgehabe. Positiv hervorgehoben werden die medizinische Versorgung, ausreichende Wärme, Ernährung, das Wahlrecht sowie die Freiheit in Deutschland. Seine Zukunftserwartung ist jedoch von Sorgen geprägt, die er auf einen Rechtsruck in der Gesellschaft und mangelnde Bereitschaft zum Klimaschutz zurückführt.",5.129012,11.471228
P4R6_720,68.0,weiblich,2000-3000€,Rentnerin,Grüne,1,Gründe für eine mögliche Krise Deutschlands,"Der Befragte sieht die aktuellen Herausforderungen sowohl in externen als auch in internen politischen Faktoren begründet und findet es sehr komplex, die wichtigsten Einflussfaktoren genauer zu benennen.",5.129012,11.471228
P4R6_720,68.0,weiblich,2000-3000€,Rentnerin,Grüne,1,Lösungen für die Probleme,"Der Befragte betont, dass Bürger und Politiker gemeinsam an den Problemen arbeiten und das Gegeneinander beenden sollten, um die Situation in Deutschland zu verbessern. Als ersten Schritt nennt er mehr Einsicht der Menschen, kann jedoch nicht konkretisieren, wie diese Einsicht zu erreichen wäre.",5.129012,11.471228
P4R6_720,68.0,weiblich,2000-3000€,Rentnerin,Grüne,1,Allgemeines Weltbild,"Der Befragte zeigt eine neutrale, gespannte Haltung gegenüber seiner persönlichen Zukunft und äußert die Hoffnung, dass Menschen weniger egoistisch handeln und stattdessen mehr Gemeinschaftssinn entwickeln.",-7.271263,7.84632
P4R6_720,68.0,weiblich,2000-3000€,Rentnerin,Grüne,1,Informationsquellen,Der Befragte sieht in seinem Umfeld keine Anzeichen für einen wachsenden Gemeinschaftssinn.,18.331993,2.1457248
S6K1_562,43.0,weiblich,3000-5000€,Lehrerin,SPD,-1,Bewertung der aktuellen Lage in Deutschland,"Der Proband bewertet die aktuelle Lage in Deutschland insgesamt eher negativ, wenn auch nicht katastrophal. Er sieht Probleme insbesondere in der Debattenkultur, der Schuldenbremse und dem Wirtschaftswachstum. Er erklärt, dass die Wahrnehmung und Erwartungen der Menschen nicht mehr übereinstimmen, was zu pessimistischen Ansichten führt. Insgesamt blickt er gesamtgesellschaftlich pessimistisch in die Zukunft, ist persönlich jedoch zuversichtlich.",7.189067,10.688608
S6K1_562,43.0,weiblich,3000-5000€,Lehrerin,SPD,-1,Gründe für eine mögliche Krise Deutschlands,"Der Befragte kritisiert, dass viele Menschen politische Entscheidungen nicht als Reaktion auf äußere Ereignisse und notwendige Kompromisse erkennen. Er erläutert, dass die Bevölkerung die Komplexität der Politik unterschätzt und dennoch starke Meinungen dazu hat, was die Problemlösung erschwert. Als Lösungsansatz sieht er vor allem Bildung, zweifelt jedoch daran, dass damit wirklich alle erreicht werden können.",7.189067,10.688608
S6K1_562,43.0,weiblich,3000-5000€,Lehrerin,SPD,-1,Lösungen für die Probleme,"Der Befragte bevorzugt Umverteilung durch Investitionen in Infrastruktur, die von reichen Menschen stärker mitgetragen werden sollen, und sieht Infrastruktur als grundsätzliche Voraussetzung für Wachstum. Er lehnt pauschale oder vereinfachte politische Ansätze ab – etwa konservative/traditionelle Werte, das Abschaffen von Klimaschutzregeln, Nationalismus oder Migrationseinschränkungen – und bewertet sie negativ als unterkomplex oder platt. Klimaschutz hält er für notwendig und unterstützt gezielt den CO2-Preis als sinnvolle Maßnahme.",7.189067,10.688608
S6K1_562,43.0,weiblich,3000-5000€,Lehrerin,SPD,-1,Allgemeines Weltbild,"Der Proband betont, dass Migration essenziell für den deutschen Wohlstand ist und fordert, Deutschland als modernes Einwanderungsland attraktiv für gut Ausgebildete zu machen sowie bestehende Barrieren für Migranten beim Zugang zum Arbeitsmarkt abzubauen.",-6.381295,6.428306
S6K1_562,43.0,weiblich,3000-5000€,Lehrerin,SPD,-1,Informationsquellen,"Der Interviewte bezieht seine politischen Informationen vorwiegend aus Zeitungen und etablierten Print- und Onlinemedien, um sich bewusst ausgewogen zu informieren. Er bewertet die Berichterstattung von ARD und ZDF als positiv, weil diese unabhängig von monetären Zwängen sind und dadurch auch weniger kommerziell attraktive Themen aufgreifen. Zudem folgt er Journalisten auf Twitter, ist jedoch nicht in politischen Chatgruppen aktiv.",17.396717,2.315779
Y7S5_696,53.0,weiblich,3000-5000€,Angestellte im sozialen Bereich,Grüne,1,Bewertung der aktuellen Lage in Deutschland,"Der Proband bewertet die aktuelle Situation in Deutschland als „schrottig“ und sieht insbesondere die wirtschaftliche Lage, die Inflation und einen generellen Rechtsruck als Hauptprobleme. Er erklärt die negative Wahrnehmung damit, dass viele Menschen eine romantisierte Vorstellung ihrer eigenen Vergangenheit haben und dass Deutschland im internationalen Vergleich, insbesondere gegenüber China, an Einfluss verliere. Insgesamt sieht er die Entwicklung Deutschlands als rückläufig und blickt mit Sorge in die Zukunft.",8.120653,10.398556
Y7S5_696,53.0,weiblich,3000-5000€,Angestellte im sozialen Bereich,Grüne,1,Gründe für eine mögliche Krise Deutschlands,"Der Proband sieht eine mögliche Krise in Deutschland als Folge des Zusammenspiels externer Faktoren und populistischer Stimmen, die einfache Lösungen versprechen. Er bewertet die aktuelle Politik als völlig unfähig, diese Herausforderungen zu bewältigen, weil die Parteien keine klaren Mehrheiten mehr erzielen, unsicher im Umgang mit der AfD sind und kurzfristige Wahlversprechen beibehalten, obwohl langfristige Politik nötig wäre. Angesichts dieser Perspektivlosigkeit äußert er eine resignierte Haltung und hofft, eines natürlichen Todes zu sterben, bevor die Welt untergeht.",8.120653,10.398556
Y7S5_696,53.0,weiblich,3000-5000€,Angestellte im sozialen Bereich,Grüne,1,Lösungen für die Probleme,"Der Befragte zeigt sich grundsätzlich offen für Umverteilung von Reichen zu Ärmeren und begrüßt gezielte Entlastungen für Mittel- und Unterschicht. Konservative Werte wie Familienförderung und eine inklusive Heimatverbundenheit hält er für sinnvoll, lehnt aber traditionalistische Rollenbilder ab. Er kritisiert symbolische Klimaregeln und schnelle, ineffektive Maßnahmen, sieht jedoch langfristigen Klimaschutz als notwendig. Die Priorisierung nationaler Interessen und eine stärkere Abschottung gegen Migration bewertet er skeptisch bzw. lehnt sie ab. Kürzungen von Sozialleistungen lehnt er als falschen Weg ab, während er Anreize für Arbeitslose unterstützt. Außerdem bemängelt er Überbezahlungen in bestimmten Berufsbereichen.",8.120653,10.398556
Y7S5_696,53.0,weiblich,3000-5000€,Angestellte im sozialen Bereich,Grüne,1,Allgemeines Weltbild,"Der Befragte findet gendergerechte Sprache in offiziellen Kontexten gut, sieht sie im Privatgebrauch allerdings als relativ egal an. Er bewertet Deutschlands bisherige Klimaschutzmaßnahmen als unzureichend und fordert deutlich stärkere Aktivitäten. Als Lösungsansätze schlägt er unter anderem den Ausbau des ÖPNV in ländlichen Regionen, günstigere Deutsche-Bahn-Tickets, Bürokratieabbau bei Windrad-Genehmigungen, autofreie Innenstädte sowie mehr Klimaaufklärung in Schulen vor. Politisch würde er bei einer bevorstehenden Bundestagswahl die Grünen wählen und sieht die SPD als weitere Option.",-5.994157,5.9048834
Z3R9_208,42.0,weiblich,2000-3000€,Angestellte,SPD,2,Bewertung der aktuellen Lage in Deutschland,"Der Befragte bewertet die allgemeine Situation in Deutschland als weiterhin gut, sieht jedoch insbesondere eine wirtschaftliche Verschlechterung in der Automobilindustrie – bedingt durch Arbeitskämpfe bei VW, rückläufige Exporte nach China und schleppende E-Mobilität. Er erkennt Fortschritte bei der Energiewende, äußert aber Zweifel, dass diese aufgrund politischer Aufladung und mangelnder Wahrnehmung die Stimmung verbessern. Generell glaubt er, dass Deutschland nach vielen guten Jahren aktuell eher in eine Abwärtsbewegung geraten ist. Die mediale Betonung von Problemen trägt laut ihm zur negativen Wahrnehmung bei.",5.78097,12.09804
Z3R9_208,42.0,weiblich,2000-3000€,Angestellte,SPD,2,Gründe für eine mögliche Krise Deutschlands,"Der Befragte erklärt, dass die aktuelle Gesamtlage hauptsächlich durch äußere Faktoren wie Pandemie, Inflation und geopolitische Konflikte bestimmt wird, während Politik nur eine untergeordnete Rolle spielt. Er kritisiert konservative Entscheidungen vergangener Bundesregierungen als Ursache mangelnder Vorbereitung auf Veränderungen. Als Lösung schlägt er vor, verstärkt in Innovation und Zukunft zu investieren, Veränderungen frühzeitig zu antizipieren und vorzubereiten. Konkret fordert er ein gesamtdeutsches Investitionspaket und eine klare, positive politische Positionierung für Innovation und Zukunft, um Unternehmen und Menschen zu motivieren, mehr in Zukunftstechnologien zu investieren.",5.78097,12.09804
Z3R9_208,42.0,weiblich,2000-3000€,Angestellte,SPD,2,Lösungen für die Probleme,"Der Befragte befürwortet eine Umverteilung von Reichtum von wohlhabenden zu ärmeren Menschen, da er darin eine Möglichkeit sieht, Ungleichheit zu reduzieren, Zusammenhalt zu stärken und Konsum anzukurbeln. Er erkennt jedoch Herausforderungen in der gesellschaftlichen Akzeptanz und führt an, dass Teile der Bevölkerung und Kritiker höhere Steuerbelastungen für Unternehmer sowie internationale Wettbewerbsnachteile befürchten. Als Lösungsansatz schlägt er vor, geplante Maßnahmen transparent zu erklären, sich klar auf Spitzenverdiener zu fokussieren und eine breite politische Koalition zu bilden, um Ängste zu nehmen und das Vertrauen der Menschen zu stärken. Politische Akteure beurteilt er als wenig in der Lage, solche Maßnahmen einfach effektiv umzusetzen.",5.78097,12.09804
Z3R9_208,42.0,weiblich,2000-3000€,Angestellte,SPD,2,Allgemeines Weltbild,"Der Proband verweist auf die Anzahl der verbleibenden Fragen und macht keine inhaltlichen Angaben zum Leitspruch oder zum Thema; es liegen keine Bewertungen, Erklärungen oder Vorschläge vor.",-5.6546826,7.8989897
Z3R9_208,42.0,weiblich,2000-3000€,Angestellte,SPD,2,Informationsquellen,"Der Proband bezieht seine politischen Informationen hauptsächlich aus Online-Angeboten und Social Media, vertraut aber vor allem etablierten Medien wie SZ, Tagesschau, Spiegel und Financial Times, weil er deren fundierte und objektive Berichterstattung schätzt. Er nutzt Social Media sowohl für politische als auch für andere Inhalte und beteiligt sich nicht an Chatgruppen.",17.252329,3.9196227
Z9L0_859,38.0,männlich,2000-3000€,angestellter Bürokaufmann,SPD,2,Bewertung der aktuellen Lage in Deutschland,"Der Proband bewertet die aktuelle Situation in Deutschland als desaströs und führt das auf die Entfremdung und Selbstbereicherung der Politiker zurück. Er sieht zwar, dass die einzelnen Politikressorts gute Arbeit leisten, kritisiert jedoch, dass Parteischarmützel diese Erfolge verdecken. Die verbreitete Wahrnehmung eines Abwärtstrends erklärt er mit der zunehmenden Einkommensschere und mangelnder Entlastung der Mittelschicht. Insgesamt ist er jedoch optimistisch und glaubt, dass es langfristig mit Deutschland bergauf gehen wird.",7.7856884,10.892701
Z9L0_859,38.0,männlich,2000-3000€,angestellter Bürokaufmann,SPD,2,Gründe für eine mögliche Krise Deutschlands,"Der Proband ist optimistisch, weil in Deutschland kein Stillstand herrscht, und sieht das als Grundlage für zukünftige Verbesserungen. Er fordert eine bessere Politikkommunikation und Politiker ohne Machtstreben, um die positive Entwicklung zu unterstützen. Externe Krisen wie die Covid-Pandemie oder der Ukraine-Krieg werden erst durch politisches Handeln zu Problemen, und Deutschland scheitert an der Lösung aktueller Herausforderungen aufgrund von zu viel Parteipolitik und zu wenig Engagement fürs Gemeinwohl.",7.7856884,10.892701
Z9L0_859,38.0,männlich,2000-3000€,angestellter Bürokaufmann,SPD,2,Lösungen für die Probleme,"Der Proband befürwortet grundsätzlich eine stärkere Umverteilung von wohlhabenden zu ärmeren Menschen und nennt konkrete Instrumente wie Erbschaftssteuer, Deckelung von Managergehältern, Angleichung der Lebensverhältnisse zwischen Ost und West sowie einen Mietpreisdeckel. Er betont, dass politische Maßnahmen transparent, rigoros und ohne Hintertüren umgesetzt werden müssen, um Vertrauen zu schaffen. Konservative Werte wie Familie bewertet er positiv, fordert jedoch eine offene Definition abseits der Ehe. Nationale Identität und Tradition sieht er kaum gemeinschaftlich ausgeprägt, da Deutschland zu regional unterschiedlich ist. Sicherheit, wirtschaftliche Stabilität und soziale Absicherung sind ihm gleichermaßen wichtig, solange die Menschen die Wirkung der Maßnahmen spüren. Eine ständige Änderung von Klimaregeln lehnt er ab, da sie verunsichert. Nationale Interessen sollten sich laut Proband vor allem am Wohlstand des eigenen Volkes orientieren.",7.7856884,10.892701
Z9L0_859,38.0,männlich,2000-3000€,angestellter Bürokaufmann,SPD,2,Allgemeines Weltbild,"Der Befragte berichtet, dass er sich aktuell genauso viele Urlaubsreisen und Freizeitaktivitäten leisten kann wie vor der Pandemie, weil damals Angebote fehlten. Er blickt optimistisch in die Zukunft, da der demographische Wandel neue Chancen bei Jobs und Wohnraum schafft. Den Leitspruch „Jeder ist seines eigenen Glückes Schmied“ hält er nur unter gleichen Ausgangsbedingungen für gültig. Gendergerechte Sprache hält er zwar für machbar, aber wenig wirksam; wichtiger sei das Überwinden von Klassizismus. Die Erleichterung der Geschlechtsänderung im Ausweis befürwortet er, solange sie missbrauchssicher ist. Migration bewertet er als risikobeladen, da sie Sicherheitsprobleme und Ghettoisierung mit sich bringen könne. Zur Risikominimierung schlägt er strengere Einreisekontrollen und eine staatliche Wohnungsverteilung vor.",-7.505449,7.178016
Z9L0_859,38.0,männlich,2000-3000€,angestellter Bürokaufmann,SPD,2,Informationsquellen,"Der Proband bezieht politische Informationen vor allem über YouTube und Podcasts, beteiligt sich nicht an Chatgruppen und nutzt kaum Social Media für politische Inhalte. Er bewertet die Berichterstattung von ARD und ZDF als vielfältig und ganzheitlich.",18.161863,1.0835769
